ID;Estado;Antigüedad;Tipo_de_Casa;Tiempo;Edad;Estado_Civil;Registro;Tipo_Trabajo;Gastos;Ingresos;Activos;Deuda;Monto;Precio
1008;2;3;6;36;40;2;2;1;75;176;0;0;950;1150
1009;1;3;2;24;29;2;1;1;45;254;6000;800;500;1900
1010;2;3;6;60;27;2;1;1;90;126;4000;0;1400;1800
1011;1;0;2;60;57;2;1;3;45;200;3500;0;950;1070
1012;2;1;6;60;36;2;1;1;60;101;0;0;850;1098
1013;2;10;5;60;31;2;1;1;60;119;0;0;1600;1750
1014;1;0;2;48;22;1;1;1;35;152;4000;0;1210;1325
1015;2;0;5;48;40;2;1;2;90;113;3500;0;600;710
1016;1;18;6;36;54;2;1;1;75;119;0;0;300;1268
1017;2;0;1;60;39;1;2;1;35;0;0;0;2350;2679
1018;1;8;5;60;26;1;1;3;35;75;7000;0;850;989
1019;1;21;1;60;36;2;1;1;83;80;0;0;1220;1505
1020;2;0;5;36;22;2;1;2;60;137;0;0;700;900
1021;1;4;3;36;26;2;1;1;45;107;3000;0;700;700
1022;2;5;2;60;36;2;1;3;90;62;3000;0;650;1295
1023;2;5;2;60;36;2;1;3;90;62;3000;0;650;1295
1024;1;19;1;60;37;2;2;1;88;125;0;0;750;970
1025;2;4;1;60;28;2;1;1;79;190;4000;0;1250;1250
1026;1;12;2;24;56;2;2;1;60;124;1000;0;500;1495
1027;2;3;2;36;35;2;2;2;60;144;3000;0;475;690
1028;2;0;2;60;31;2;2;1;45;184;3500;0;1550;1679
1029;1;5;5;24;26;1;1;3;35;100;0;0;800;2450
1030;1;10;2;12;34;2;1;1;75;80;4500;3500;300;1600
1031;1;2;1;60;36;2;1;1;58;129;0;0;1125;1575
1032;1;3;2;24;29;2;1;1;60;225;9000;0;600;980
1033;1;13;2;48;33;2;1;1;75;191;8000;2000;1400;1602
1034;1;2;1;24;28;2;1;1;75;150;0;0;512;1255
1035;1;5;3;60;24;2;1;1;45;127;2000;0;1000;1282
1036;2;43;2;60;57;2;2;1;45;283;8000;0;900;1168
1037;1;15;5;60;34;1;1;1;45;195;17000;0;1200;1200
1038;1;2;2;36;38;2;1;1;45;114;3600;0;650;1100
1039;1;0;1;60;29;1;1;1;35;0;0;0;1550;1700
1040;2;0;1;60;36;2;2;1;85;100;0;0;1100;1256
1041;1;0;1;36;29;1;1;2;46;113;0;0;1100;1110
1042;1;9;2;60;47;2;1;3;75;178;50000;0;1850;1852
1043;1;15;2;48;53;2;1;3;75;100;17000;0;500;1114
1044;2;3;1;36;32;1;1;3;35;0;0;0;950;1350
1045;1;10;2;60;34;2;2;1;60;310;3000;0;1600;1849
1046;2;2;6;60;21;1;1;1;35;86;0;0;1400;1600
1047;1;10;6;36;32;1;1;1;35;139;0;0;1100;2471
1048;1;0;2;60;32;1;1;2;35;94;7500;0;1350;1583
1049;1;1;1;36;24;2;1;1;59;135;0;0;650;1136
1050;1;23;3;60;51;2;2;1;45;110;2500;0;800;1343
1051;1;3;2;48;29;2;1;1;45;145;3500;0;700;1104
1052;1;4;5;54;38;5;1;1;35;53;0;0;850;1129
1053;1;18;2;42;38;2;1;3;75;229;8000;0;1700;1850
1054;2;12;2;60;47;2;2;3;75;285;20000;0;1440;1440
1055;1;2;1;12;34;2;1;3;69;240;0;0;500;700
1056;1;8;5;60;22;1;1;1;35;86;8000;0;1200;1214
1057;2;24;3;60;46;2;1;1;60;165;3500;1300;1400;1530
1058;1;14;2;60;39;2;1;1;105;129;3500;1200;750;1888
1059;1;2;5;60;28;2;1;1;60;131;6000;0;1250;1346
1060;1;6;0;12;25;1;1;1;35;69;99999999;99999999;500;1275
1061;1;9;1;60;39;2;1;1;57;123;0;0;1000;1194
1062;2;6;1;48;53;4;2;1;56;208;0;0;1200;1479
1063;1;23;2;60;49;2;1;1;60;133;2000;0;1000;1755
1064;1;3;2;24;46;2;1;3;75;500;14000;0;500;1095
1065;1;0;5;36;56;2;2;1;35;102;6000;0;1000;1606
1066;1;15;2;48;33;2;1;1;75;150;3000;0;1000;1670
1067;1;0;5;60;30;2;1;1;75;100;5000;0;1350;1896
1068;1;1;1;18;26;1;1;1;46;110;0;0;500;600
1069;1;1;2;60;34;2;1;3;60;0;11000;0;1400;1500
1070;1;16;1;60;36;1;2;1;47;120;5500;1700;1650;1852
1071;2;2;5;24;37;1;1;1;35;78;0;0;800;1298
1072;1;12;2;60;26;2;1;1;60;187;6000;1000;1100;1175
1073;1;25;2;60;62;2;1;3;60;428;22000;0;1900;1994
1074;1;3;1;60;41;2;1;4;51;60;0;0;750;818
1075;2;4;2;60;37;2;1;1;75;116;3000;575;950;950
1076;1;2;2;36;32;2;1;1;75;114;5000;0;1000;1853
1077;1;4;2;48;32;2;1;1;45;208;6500;5000;1000;1323
1078;1;16;2;60;31;2;1;1;75;123;4000;0;700;1698
1079;2;0;1;48;28;2;1;2;66;64;0;0;1100;1365
1080;1;10;2;48;37;2;1;1;75;350;7000;0;1000;1628
1081;2;3;5;36;21;1;1;1;35;85;0;0;105;105
1082;1;5;1;24;31;2;1;1;84;90;0;0;400;2230
1083;1;16;1;60;36;2;1;1;100;250;0;0;1250;1816
1084;1;17;2;60;34;2;1;1;75;173;4000;1600;933;964
1085;2;1;1;36;25;1;1;1;49;135;0;0;600;675
1086;1;20;6;60;36;2;1;1;75;210;0;0;1330;1330
1087;1;7;1;60;47;2;1;1;53;80;0;0;1350;1612
1088;1;3;3;6;24;1;1;1;35;173;4800;0;475;1323
1089;1;13;2;60;28;2;1;1;60;130;5000;1500;900;1281
1090;1;10;2;36;32;2;1;1;75;112;5000;3600;400;830
1091;2;2;1;60;35;2;2;1;52;70;0;0;1000;1000
1092;2;4;5;36;28;1;1;1;35;116;0;0;925;1350
1093;1;3;2;48;26;2;1;1;45;165;4000;600;950;1490
1094;1;13;2;36;60;2;1;3;60;116;4000;0;1000;1100
1095;1;2;2;24;57;2;1;4;45;25;2500;0;400;1034
1096;1;2;5;36;34;4;1;1;35;130;4000;0;500;550
1097;2;2;1;60;57;2;1;4;50;52;1800;0;800;866
1098;2;0;6;24;46;1;2;1;35;78;0;0;550;550
1099;1;1;2;60;28;2;1;4;45;148;4500;0;1300;1695
1100;2;0;2;60;44;2;1;4;60;0;25000;0;850;972
1101;1;12;1;36;35;2;2;3;82;74;8000;0;475;550
1102;1;1;1;60;21;1;1;1;49;138;0;0;950;984
1103;2;0;2;36;45;2;2;4;90;155;5000;0;300;1012
1104;1;5;1;48;31;2;1;1;70;247;0;0;900;1039
1105;1;1;5;48;27;1;1;3;35;85;0;0;650;650
1106;1;0;2;12;59;2;1;3;45;42;4000;0;400;790
1107;1;17;4;60;55;2;1;1;60;157;8000;0;1600;1600
1108;1;4;2;60;36;2;2;1;75;236;3750;2000;1500;1615
1109;1;15;1;60;41;2;1;1;74;137;0;0;1000;1450
1110;1;28;2;36;51;2;1;3;60;152;10000;0;500;635
1111;2;1;3;60;35;2;1;3;35;0;3000;0;1400;1411
1112;1;3;5;60;33;1;1;1;35;167;10000;0;2000;2250
1113;2;0;1;48;39;2;2;1;153;330;0;0;1000;1260
1114;1;7;1;60;34;1;1;1;60;250;9200;0;1500;1594
1115;2;1;5;36;22;1;1;1;35;80;8000;0;490;690
1116;1;4;2;36;25;1;1;1;35;200;5000;0;900;1139
1117;1;35;2;48;55;2;1;3;60;84;13000;0;1390;1390
1118;1;19;2;60;33;2;1;1;75;200;10000;1620;1000;1671
1119;1;6;2;60;28;2;1;1;60;187;5000;0;1500;2180
1120;1;1;2;60;24;1;1;1;35;70;4000;0;1200;1505
1121;1;12;2;60;38;2;1;1;75;120;5000;0;1100;1172
1122;1;0;2;60;30;2;1;1;45;80;2000;200;1000;1331
1123;2;15;1;24;47;2;2;3;79;41;7000;0;1200;2257
1124;2;3;1;60;31;2;2;1;81;57;0;0;1400;1475
1125;2;5;5;36;26;1;1;3;35;0;5000;3000;1200;2140
1126;1;0;5;48;21;1;1;1;35;70;0;0;1250;1365
1127;2;0;1;48;27;2;1;3;70;250;0;0;860;970
1128;1;5;2;60;65;2;1;4;45;222;12000;0;600;1264
1129;1;14;2;60;56;2;2;3;75;150;99999999;0;1000;1104
1130;1;10;2;48;41;1;1;1;35;175;3000;0;750;1128
1131;1;3;1;36;25;1;1;1;49;138;0;0;900;1717
1132;1;4;5;36;27;2;1;1;45;72;0;0;350;1426
1133;2;0;2;60;62;2;2;4;90;136;2650;0;600;790
1134;2;10;2;60;42;2;1;3;90;40;5000;1600;2000;2550
1135;1;2;5;60;25;1;1;3;45;130;8500;0;1100;1380
1136;2;1;5;60;34;2;1;1;75;190;0;0;700;719
1137;1;2;2;60;24;2;1;1;60;243;2500;1980;1250;1451
1138;1;2;1;60;26;2;2;1;70;98;0;0;1100;1240
1139;2;0;5;24;21;1;2;2;35;126;0;0;1150;1586
1140;2;10;2;48;35;2;1;2;75;55;4000;0;1500;1786
1141;2;1;2;60;49;2;1;2;105;88;2000;0;850;1149
1142;2;1;2;60;35;1;1;2;35;181;4500;0;1600;1912
1143;2;14;3;60;33;2;2;1;90;77;3400;0;1500;1813
1144;2;4;5;36;27;4;2;1;35;110;0;0;300;550
1145;1;17;2;60;35;2;1;1;60;125;4000;0;1080;1428
1146;1;4;2;60;27;2;1;3;60;225;14500;1200;700;2273
1147;1;2;1;36;35;1;1;1;42;74;0;0;950;1000
1148;1;11;2;18;37;2;1;1;45;115;20000;0;600;1200
1149;1;1;1;48;64;2;1;4;74;137;3500;0;600;927
1150;1;14;2;36;34;3;1;1;45;202;6500;0;350;800
1151;1;2;2;48;37;2;1;1;75;135;18000;0;1000;1062
1152;1;5;2;48;43;2;1;3;45;145;5000;0;680;1350
1153;2;6;1;36;49;2;1;4;65;54;0;0;450;615
1154;1;11;2;12;51;2;1;3;45;80;6000;0;1000;1931
1155;1;9;2;36;24;2;1;1;45;140;9000;0;1000;1100
1156;1;1;5;60;22;1;1;1;35;90;0;0;1250;1590
1157;2;0;5;36;30;1;1;4;45;32;0;0;650;750
1158;1;1;2;24;33;2;1;1;45;130;3000;0;800;1465
1159;1;17;2;24;50;2;1;3;60;285;22000;700;500;1321
1160;1;0;5;36;19;1;1;2;35;75;0;0;1450;1473
1161;1;5;2;36;26;2;2;3;45;150;7000;0;1500;2588
1162;1;12;2;60;28;1;2;1;35;172;3000;2000;950;1184
1163;2;1;1;36;23;2;1;3;75;300;0;0;400;700
1164;1;3;5;60;26;1;2;1;35;73;0;0;650;1200
1165;1;20;2;60;51;2;1;1;60;165;3500;0;500;625
1166;2;3;2;36;38;2;1;3;90;300;3000;0;1200;1881
1167;1;14;1;60;30;2;2;1;67;217;0;0;1800;1807
1168;2;0;6;60;41;2;2;1;105;0;0;0;1000;2750
1169;1;3;3;60;29;2;1;1;60;90;2000;0;1650;1800
1170;1;4;5;36;28;2;1;1;45;100;0;0;1000;2343
1171;1;0;2;48;38;2;1;1;75;217;3500;0;1400;1689
1172;2;7;2;48;29;2;1;1;60;62;4000;0;984;984
1173;1;4;1;6;28;2;1;1;66;60;0;0;200;1566
1174;1;16;2;60;32;2;1;1;60;117;1100;80;1400;1833
1175;2;2;1;48;22;1;1;1;42;73;0;0;940;1127
1176;2;2;5;48;30;1;1;1;35;86;0;0;900;1127
1177;2;11;2;48;30;2;1;1;75;67;3000;2040;1000;1093
1178;1;30;2;36;53;2;1;1;75;165;5000;0;900;900
1179;2;2;3;60;28;2;2;1;75;166;6000;0;1500;1599
1180;2;5;6;48;22;1;1;1;35;82;0;0;480;1910
1181;2;1;1;36;24;2;1;3;44;90;0;0;1050;1493
1182;2;1;1;60;52;4;2;1;68;327;0;0;700;819
1183;1;8;2;60;34;2;1;1;75;145;3000;1800;1500;1703
1184;1;20;1;36;39;2;1;3;95;202;0;0;600;1461
1185;1;4;2;60;30;2;1;2;45;150;4000;2800;1400;1763
1186;1;5;1;36;46;2;1;1;82;223;0;0;450;650
1187;1;3;5;36;52;2;2;1;60;325;0;0;400;1700
1188;1;10;2;60;52;2;1;1;60;143;5500;0;1300;1661
1189;1;10;1;60;36;2;1;1;85;100;0;0;850;1150
1190;1;11;2;12;25;2;1;1;45;124;2500;1000;800;1602
1191;1;22;1;48;46;2;1;1;86;110;0;0;1150;1528
1192;2;0;6;48;45;2;1;3;75;120;0;0;900;964
1193;1;25;2;60;53;2;1;1;60;107;4000;0;800;932
1194;2;2;6;60;22;1;1;1;35;83;0;0;1400;1430
1195;1;0;6;36;50;2;1;2;60;162;20000;0;1000;1615
1196;2;0;2;48;52;2;2;4;90;245;3850;2432;1520;1670
1197;1;12;3;60;47;2;1;1;60;243;8500;0;1850;1890
1198;1;4;1;60;27;1;1;1;43;76;0;0;650;1070
1199;1;12;2;18;35;2;1;1;60;400;6000;0;200;2225
1200;1;0;5;48;21;1;1;2;35;106;5000;0;500;1131
1201;1;22;2;36;44;2;1;1;75;120;7000;0;650;1852
1202;2;3;5;60;32;1;1;1;35;122;0;0;2000;2050
1203;1;1;1;36;34;5;1;1;43;80;0;0;700;700
1204;1;14;3;60;36;2;1;1;60;120;4000;1500;1500;1540
1205;1;10;1;48;36;2;1;1;80;200;0;0;978;1338
1206;1;13;1;60;36;2;1;1;79;191;4000;700;1000;1209
1207;1;1;1;60;24;2;1;1;52;67;0;0;800;1137
1208;2;3;2;36;26;1;1;3;35;0;60000;3000;800;1000
1209;1;5;1;12;35;2;2;3;96;210;0;0;300;700
1210;1;4;2;60;42;1;1;1;35;110;2500;0;1090;1565
1211;1;3;6;60;55;2;1;1;45;45;0;0;600;864
1212;1;19;2;60;49;2;1;1;135;150;3500;0;1100;1477
1213;2;4;5;60;38;4;1;1;35;100;0;0;1300;1500
1214;1;9;2;60;32;2;1;1;75;345;6000;3300;700;994
1215;1;7;2;60;36;2;1;1;60;122;3000;0;750;850
1216;1;26;2;60;55;2;1;1;60;110;10000;0;1500;1527
1217;2;2;1;60;30;2;2;3;54;90;2000;0;1500;1500
1218;1;11;2;48;29;2;1;1;75;76;15000;0;300;1336
1219;1;4;1;36;48;2;1;3;94;340;1000;0;525;525
1220;2;2;2;60;29;2;2;1;60;185;6300;2300;2000;2675
1221;1;5;2;60;42;2;1;1;75;101;3500;0;1090;1190
1222;1;3;2;24;32;2;1;1;60;196;5000;300;800;1606
1223;1;17;2;36;47;2;1;1;75;158;17000;0;1000;2159
1224;1;9;5;60;33;2;1;1;45;221;3000;0;1600;2344
1225;1;18;2;60;32;1;1;1;35;133;3500;150;1600;2200
1226;1;18;2;60;42;2;1;3;90;0;5000;0;1300;2147
1227;1;6;2;24;45;2;1;3;90;150;5000;0;250;450
1228;1;12;2;12;40;2;1;1;75;390;8000;0;500;1732
1229;1;2;2;36;28;2;1;2;60;146;2500;0;700;1258
1230;1;1;5;48;29;1;1;3;45;478;9000;0;2100;2450
1231;1;8;6;24;41;5;1;1;60;90;4000;0;500;1600
1232;1;25;3;48;55;2;1;1;60;169;4000;0;1000;1459
1233;2;25;2;60;61;2;2;3;45;100;39000;0;1060;1134
1234;2;3;1;18;30;2;1;3;54;90;0;0;300;425
1235;1;2;2;48;40;2;1;3;60;160;3000;800;1300;1521
1236;1;3;1;48;36;2;2;1;82;222;0;0;1900;2100
1237;1;18;2;60;42;2;1;1;75;111;2500;0;1150;1640
1238;1;1;2;48;18;1;1;2;45;111;7000;0;1100;1299
1239;1;4;2;36;23;2;1;1;75;168;4000;0;1100;1385
1240;1;20;2;60;49;2;1;3;90;215;4500;0;1000;1228
1241;1;14;2;60;28;2;1;3;75;94;5500;9500;1660;2419
1242;1;0;5;36;26;1;1;1;35;63;0;0;600;994
1243;2;8;1;60;25;2;2;1;73;280;0;0;600;1364
1244;1;15;2;48;33;2;1;1;75;220;7000;0;1300;2400
1245;1;3;2;60;30;2;1;1;45;126;3500;2400;1000;1120
1246;1;20;2;36;44;2;1;1;60;120;3000;0;350;400
1247;2;2;5;60;25;5;1;2;35;90;0;0;900;1111
1248;1;17;2;24;55;2;1;3;75;191;14000;0;1000;2420
1249;1;20;1;60;41;1;1;3;50;148;4000;0;835;1356
1250;2;0;6;60;47;3;2;3;45;0;0;0;1500;1600
1251;1;2;5;24;26;1;1;1;35;88;0;0;325;450
1252;1;11;5;60;27;2;1;1;60;150;2500;0;1100;1129
1253;2;12;2;60;34;2;1;1;60;115;4000;0;1650;1686
1254;2;1;1;60;31;5;2;1;43;76;0;0;500;1300
1255;1;2;2;60;37;2;1;1;60;145;3500;1100;1250;1763
1256;2;17;3;60;48;2;2;3;60;69;7000;0;1400;1813
1257;1;13;2;60;52;2;1;3;60;0;20000;0;1370;1714
1258;1;3;5;36;22;1;1;1;35;60;19000;0;775;1050
1259;2;4;5;48;25;1;1;1;35;73;0;0;700;814
1260;1;38;2;48;56;3;1;1;35;112;3000;0;850;960
1261;2;12;2;60;39;2;1;1;90;95;4000;250;1450;1686
1262;1;15;5;48;40;1;1;1;35;150;0;0;1000;1399
1263;1;20;2;60;51;2;1;1;60;250;2500;0;1250;1825
1264;1;0;5;48;27;1;2;1;35;46;0;0;900;1216
1265;1;2;3;60;25;2;1;1;45;60;3000;0;1150;1163
1266;2;4;6;60;25;1;1;2;35;92;0;0;1400;1661
1267;1;7;2;60;36;2;1;1;90;120;6000;1500;900;1175
1268;1;4;2;12;32;2;1;1;45;231;13000;290;400;1198
1269;2;2;1;60;32;2;1;1;93;175;0;0;1650;1688
1270;1;2;5;48;23;1;1;2;35;160;3500;1200;1200;1426
1271;1;1;5;60;22;1;1;1;35;109;0;0;1000;1466
1272;2;0;5;48;25;2;1;1;60;247;0;0;1900;1900
1273;2;0;6;60;34;1;1;1;35;140;3000;0;1550;1570
1274;1;2;6;60;41;4;1;3;35;100;5000;0;1200;1450
1275;1;8;5;48;28;1;1;1;35;115;500;0;360;363
1276;1;1;1;36;37;2;1;3;90;0;0;0;850;998
1277;1;3;1;36;34;1;1;1;41;63;30000;0;625;921
1278;2;0;5;60;20;1;1;1;35;79;0;0;1570;1575
1279;1;10;1;48;38;2;1;3;78;333;0;0;700;1386
1280;1;4;2;48;49;1;2;1;35;183;8000;0;1200;1531
1281;1;2;5;24;21;1;1;3;35;0;0;0;250;355
1282;2;0;2;36;36;2;1;4;45;25;3500;0;1300;2246
1283;1;20;3;60;39;2;1;1;90;159;2000;0;750;790
1284;2;10;1;60;39;2;2;3;119;292;13000;2500;1500;2262
1285;1;0;1;60;29;2;1;2;61;160;0;0;1000;1055
1286;1;21;1;36;42;2;1;1;74;135;450;0;240;1275
1287;2;3;1;60;48;4;2;1;47;120;0;0;1000;1077
1288;1;2;2;36;27;3;1;1;35;135;8000;0;750;1296
1289;2;3;2;36;43;2;1;3;45;0;3500;0;600;800
1290;2;1;2;60;46;2;2;1;75;209;11000;0;1800;2015
1291;1;19;1;18;39;1;1;1;45;100;0;0;450;997
1292;2;3;1;24;22;1;1;3;50;148;0;0;700;950
1293;2;25;5;60;64;2;2;1;45;130;0;0;2047;2946
1294;1;2;1;60;28;1;1;1;45;101;0;0;1300;1333
1295;1;3;5;36;21;1;1;2;35;49;0;0;750;850
1296;1;5;1;30;58;2;1;1;80;200;15000;0;520;690
1297;2;6;1;36;41;2;2;3;75;0;0;0;775;875
1298;1;10;1;36;47;1;1;2;86;114;3500;0;400;872
1299;1;17;1;24;49;2;1;3;80;53;0;0;600;1104
1300;1;0;2;12;22;1;1;1;35;132;3500;0;300;509
1301;2;0;2;60;62;2;1;4;45;42;4000;0;500;827
1302;2;2;5;36;24;1;1;1;35;90;0;0;1000;1150
1303;1;28;2;24;59;2;1;3;60;606;6000;0;1550;1760
1304;1;0;1;48;36;2;1;1;74;141;0;0;1150;1485
1305;1;5;2;60;36;2;1;1;75;141;4000;0;1300;1435
1306;2;5;5;36;45;2;2;1;75;68;0;0;2375;2875
1307;1;12;2;36;41;2;1;3;60;99999999;10000;0;1000;2100
1308;1;4;2;24;30;2;2;1;45;165;3000;0;250;450
1309;1;6;5;60;43;2;1;3;75;70;4000;0;1000;1548
1310;1;0;1;24;23;1;1;1;42;70;0;0;125;125
1311;1;9;2;48;41;4;1;1;35;60;8000;1000;1200;1538
1312;1;9;1;36;31;2;2;3;84;241;10000;0;3800;5852
1313;2;2;1;12;47;2;2;1;103;426;0;0;350;450
1314;2;2;1;60;36;4;2;3;35;0;0;0;2000;2676
1315;1;2;5;12;25;1;2;3;35;74;18000;0;600;1638
1316;1;18;2;60;49;2;1;1;135;180;13500;0;900;994
1317;1;16;2;36;57;2;1;1;60;154;4000;130;700;1090
1318;2;10;2;60;26;2;1;1;60;63;5000;3000;1400;1432
1319;1;11;2;60;37;2;1;1;90;289;7000;250;1200;1599
1320;2;14;2;36;45;4;1;1;45;190;12000;0;2100;2758
1321;1;4;1;60;24;2;1;1;75;147;0;0;1300;1700
1322;2;1;2;60;42;2;2;1;105;198;3500;250;1000;1245
1323;2;2;1;24;23;1;2;3;75;400;0;0;750;900
1324;1;1;1;60;38;2;1;2;58;130;0;0;1450;1593
1325;2;2;2;60;36;2;2;3;60;140;29000;0;3900;4812
1326;1;13;5;60;27;2;1;1;60;100;0;0;950;1152
1327;1;5;2;24;37;2;1;3;90;143;7000;0;700;900
1328;2;1;1;36;25;2;1;1;54;87;0;0;500;646
1329;1;6;1;60;23;2;1;1;62;171;0;0;1000;1209
1330;1;20;2;36;47;2;1;1;75;203;4000;0;1050;1258
1331;1;9;2;18;52;2;1;1;60;154;5500;0;500;1531
1332;1;15;2;12;55;2;1;1;45;130;7000;0;200;1240
1333;1;0;5;48;28;1;1;1;35;90;3500;0;1000;1210
1334;1;5;5;60;24;1;1;1;35;92;0;0;1030;1068
1335;1;15;5;36;40;2;2;3;75;0;0;0;375;375
1336;1;4;2;48;36;2;1;1;75;210;4000;0;1800;2628
1337;1;4;2;24;26;2;1;1;45;115;4000;0;500;1400
1338;1;5;5;18;22;1;1;1;35;80;0;0;600;1132
1339;1;2;5;60;25;1;1;1;35;110;0;0;860;959
1340;1;4;2;24;44;2;1;3;75;86;5000;0;900;1100
1341;1;0;2;60;56;2;1;4;60;117;3000;0;1200;1347
1342;1;1;6;42;33;2;2;1;90;138;3500;606;1400;1700
1343;1;7;2;60;42;2;1;1;45;88;4000;0;850;1033
1344;1;11;5;12;29;2;1;1;60;54;0;0;600;1683
1345;1;40;1;18;62;2;1;3;77;166;10000;0;900;2040
1346;1;10;2;60;33;2;1;1;75;364;60000;0;1300;1804
1347;1;3;2;48;32;2;1;3;75;65;10500;1500;1500;2155
1348;1;24;2;60;54;2;1;3;45;109;17000;0;2000;3400
1349;1;6;5;36;24;1;1;1;35;57;0;0;380;490
1350;2;2;1;48;36;5;1;1;45;99;0;0;750;1350
1351;1;3;5;48;27;2;1;1;45;227;0;0;1150;1575
1352;1;11;2;60;29;1;1;1;35;57;1500;0;700;994
1353;1;1;5;24;22;1;1;2;35;80;0;0;150;400
1354;2;5;1;36;22;1;1;1;42;70;0;0;850;870
1355;1;1;1;48;39;2;1;1;86;105;0;0;1300;1600
1356;2;1;5;48;24;1;2;1;35;65;0;0;900;1061
1357;1;20;2;48;39;2;1;3;75;45;10000;0;2000;3650
1358;1;7;5;48;31;1;2;1;35;72;5500;0;1000;1051
1359;1;3;5;36;31;2;2;1;60;80;0;0;1450;1700
1360;1;25;2;48;47;2;1;3;60;157;15000;0;1990;2460
1361;1;12;2;36;46;2;2;1;60;117;3000;0;825;1325
1362;1;4;1;36;32;2;1;1;55;100;0;0;300;500
1363;1;0;3;12;28;2;1;1;60;130;3000;2000;380;1308
1364;1;15;2;12;49;2;1;3;75;0;17000;0;700;1420
1365;1;20;2;12;60;2;1;3;60;0;40000;0;700;1420
1366;2;0;6;60;31;2;2;1;90;0;0;0;1450;1604
1367;1;12;2;54;35;2;1;1;75;113;3000;600;1650;1800
1368;1;10;2;48;44;2;1;1;75;450;12000;0;1030;1128
1369;1;0;5;48;21;1;1;1;35;50;0;0;1000;1091
1370;2;2;2;48;20;1;1;3;35;450;31000;0;1500;1853
1371;2;0;4;36;45;2;1;2;75;87;1500;0;300;480
1372;1;1;2;60;34;2;2;1;45;180;2500;300;1300;1817
1373;1;1;1;60;21;2;1;1;58;132;0;0;1275;1381
1374;2;6;2;36;44;2;1;1;75;150;7000;600;650;650
1375;1;1;1;36;34;2;1;3;94;189;15000;1500;1500;2435
1376;1;15;1;48;40;2;2;1;88;125;0;0;1100;1498
1377;1;11;5;36;29;1;1;1;35;64;0;0;600;1314
1378;1;1;1;36;44;2;1;1;105;145;0;0;1000;2275
1379;2;1;1;36;27;1;1;1;42;67;0;0;1000;1350
1380;2;1;2;36;27;2;1;2;45;127;4500;3000;600;745
1381;1;11;2;48;46;2;1;3;75;160;10000;0;1150;1156
1382;1;2;2;60;43;2;2;1;45;63;3000;0;1100;1683
1383;1;1;2;36;25;3;1;1;45;60;2000;0;525;800
1384;1;11;1;60;28;1;1;1;42;67;0;0;900;1399
1385;1;3;2;48;30;2;1;1;75;88;6000;400;1200;1796
1386;2;1;1;48;29;2;1;2;77;170;0;0;1300;2262
1387;1;15;1;60;39;2;1;3;60;145;5000;0;1300;1625
1388;2;1;6;42;24;1;2;1;35;60;0;0;1200;1616
1389;1;8;2;12;29;2;1;1;45;92;6000;2400;100;1492
1390;1;10;3;60;55;2;1;1;60;195;4000;0;1900;2150
1391;1;3;1;36;27;2;1;1;68;80;0;0;325;400
1392;2;2;2;36;20;1;1;3;35;0;80000;30000;750;1350
1393;1;0;6;42;24;1;1;1;35;42;0;0;800;1450
1394;1;9;6;36;32;1;1;1;35;125;0;0;1000;1725
1395;1;4;1;48;38;2;1;1;91;161;5000;0;800;1008
1396;1;0;5;24;24;1;1;2;35;117;4000;0;1000;1489
1397;1;7;2;18;33;2;1;3;60;164;4000;0;550;1679
1398;1;1;5;60;30;1;1;1;35;75;0;0;1000;1156
1399;1;25;6;18;43;2;1;1;75;85;700;0;400;1205
1400;1;6;1;60;34;4;1;1;47;120;0;0;1100;1700
1401;1;3;1;48;35;4;1;1;59;240;0;0;1300;1627
1402;1;4;2;60;24;2;1;3;60;250;9000;3400;1250;1300
1403;2;0;2;60;30;2;1;4;60;78;3500;0;1250;1365
1404;1;5;2;18;28;2;1;1;60;102;2500;1300;450;1437
1405;2;12;2;48;49;2;2;1;45;152;7500;0;1100;2120
1406;1;4;3;24;44;2;1;1;75;96;4000;0;580;923
1407;2;9;5;60;31;1;2;1;35;92;0;0;1000;1161
1408;1;2;5;60;26;2;1;1;45;199;0;0;1500;1698
1409;1;0;2;48;43;2;1;2;75;71;14000;0;1100;1660
1410;1;13;2;60;38;1;1;1;45;80;4000;0;1060;1274
1411;1;2;6;42;25;2;1;1;60;190;0;0;1100;1729
1412;1;8;2;36;40;2;1;3;75;200;10000;0;700;800
1413;1;14;3;12;49;2;1;1;90;140;3000;500;400;1432
1414;2;11;1;48;40;2;1;1;59;140;0;0;1000;1930
1415;2;20;2;36;57;2;1;1;90;114;5000;1500;1000;1193
1416;1;1;5;48;28;1;1;1;35;140;0;0;1400;1728
1417;1;14;5;60;28;2;1;1;45;140;0;0;1150;1301
1418;1;13;2;48;54;2;2;1;45;90;2500;0;1000;1198
1419;1;0;2;36;36;2;1;1;75;424;9500;700;1000;1690
1420;1;1;1;60;26;2;1;2;61;155;0;0;1035;1709
1421;2;0;2;60;36;2;2;3;75;99999999;6000;0;1650;1861
1422;1;10;1;60;26;2;1;1;78;175;0;0;1000;1314
1423;1;28;5;24;44;2;1;3;90;180;0;0;450;1472
1424;1;8;2;36;30;2;1;1;60;50;5000;400;300;1890
1425;1;1;2;36;24;2;1;1;45;113;3500;0;1200;1702
1426;2;1;1;48;26;1;1;1;45;100;0;0;1400;1968
1427;2;0;6;60;27;2;2;1;75;0;0;0;1600;1786
