ID,Departamento,Region,Grado_Academico,Sexo,Canal_empleado,Tiempo_emtrenamiento,Edad,Calificacion_ano_anterior,Duracion_servicio,KPIs>80%,Premio_ganado,Puntuacion_Promedio,Promovido
13776,Sales & Marketing,region_8,Master's & above,m,other,1,34,2,7,0,0,48,0
13779,Operations,region_2,Bachelor's,m,sourcing,1,56,2,30,0,0,58,0
13780,Operations,region_2,Below Secondary,m,other,1,25,2,3,0,0,59,0
13781,Operations,region_27,Master's & above,f,other,1,40,4,9,0,0,58,0
13782,Analytics,region_25,Master's & above,m,other,1,35,3,9,0,0,84,0
13783,Operations,region_22,Bachelor's,m,other,1,30,5,5,1,0,55,0
13784,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4,3,0,0,53,0
13785,Operations,region_2,Bachelor's,m,other,1,35,4,8,1,0,58,0
13786,Sales & Marketing,region_16,Bachelor's,f,other,1,31,4,4,0,0,55,0
13787,Operations,region_12,Bachelor's,f,other,1,40,5,5,1,0,62,0
13789,Sales & Marketing,region_25,Master's & above,f,other,1,34,3,2,0,0,44,0
13791,Finance,region_4,Bachelor's,m,other,1,25,3,3,0,0,59,0
13792,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,43,3,4,1,0,45,0
13794,HR,region_31,Bachelor's,f,other,1,31,3,6,1,0,48,0
13795,Procurement,region_30,Bachelor's,f,sourcing,1,29,3,5,1,0,72,0
13798,HR,region_4,Bachelor's,m,other,1,29,5,2,1,0,50,0
13799,Sales & Marketing,region_14,Bachelor's,m,other,1,35,3,3,0,0,48,0
13800,Analytics,region_9,Master's & above,m,other,1,29,4,2,1,0,87,0
13801,Procurement,region_7,Bachelor's,m,other,1,56,5,8,1,0,69,0
13802,Operations,region_13,Bachelor's,m,other,1,33,5,4,1,0,58,0
13804,Procurement,region_2,Bachelor's,f,referred,1,32,4,3,1,0,68,1
13805,Sales & Marketing,region_28,Master's & above,m,other,1,33,4,3,1,0,49,1
13807,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,28,4,5,1,0,50,0
13808,Technology,region_11,Bachelor's,f,other,1,30,1,2,0,0,78,0
13810,Operations,region_19,Bachelor's,m,other,1,41,5,7,1,0,63,0
13811,Technology,region_7,Master's & above,m,other,1,40,4,11,0,0,76,0
13812,Operations,region_15,Bachelor's,m,sourcing,2,36,5,4,0,0,59,0
13813,Procurement,region_19,Bachelor's,m,other,1,34,3,9,1,0,70,0
13814,Technology,region_27,Bachelor's,f,other,2,33,3,7,0,0,79,0
13815,Sales & Marketing,region_27,Bachelor's,m,other,3,34,3,6,1,0,50,0
13816,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,4,5,0,0,43,0
13817,Procurement,region_22,Master's & above,m,sourcing,1,38,3,7,1,1,69,0
13818,Sales & Marketing,region_4,Master's & above,m,other,1,46,3,22,0,0,48,0
13820,Procurement,region_11,Master's & above,m,sourcing,1,36,5,4,1,0,75,0
13821,Operations,region_2,Master's & above,f,other,1,39,4,3,1,0,63,0
13822,Technology,region_2,Bachelor's,m,sourcing,1,30,4,4,1,0,81,0
13824,Sales & Marketing,region_31,Bachelor's,m,other,1,26,,1,0,0,49,0
13825,Operations,region_22,Bachelor's,f,sourcing,1,24,5,2,0,0,55,0
13829,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,4,7,1,0,50,0
13831,HR,region_2,Master's & above,f,sourcing,1,37,3,11,0,0,47,0
13832,Procurement,region_2,Below Secondary,m,other,2,23,,1,0,0,69,0
13833,Sales & Marketing,region_13,,m,sourcing,1,45,5,16,0,0,62,1
13834,Operations,region_26,Bachelor's,f,sourcing,1,36,3,10,0,0,72,1
13835,Sales & Marketing,region_16,Bachelor's,m,other,2,31,4,6,0,0,47,0
13837,Finance,region_2,Master's & above,f,other,1,40,3,4,1,0,58,0
13838,Technology,region_31,Bachelor's,f,other,1,31,5,6,0,0,92,1
13839,Operations,region_2,Bachelor's,m,other,1,43,3,7,1,0,57,0
13841,Technology,region_31,Bachelor's,m,other,3,30,4,3,1,0,83,0
13844,Operations,region_23,Master's & above,m,sourcing,1,34,3,2,1,0,57,0
13847,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,4,9,0,0,53,0
13848,Sales & Marketing,region_26,,m,other,1,30,4,2,0,0,49,0
13849,Operations,region_30,Bachelor's,m,sourcing,1,31,3,4,0,0,60,0
13851,Sales & Marketing,region_27,Bachelor's,m,sourcing,3,30,3,5,0,0,44,0
13852,Sales & Marketing,region_22,Bachelor's,m,other,1,37,2,4,0,0,46,0
13853,Sales & Marketing,region_22,,m,sourcing,2,27,,1,0,0,48,0
13854,Sales & Marketing,region_9,,m,other,1,32,2,7,0,0,50,0
13855,Technology,region_7,Master's & above,f,other,1,52,3,5,0,0,76,0
13856,Sales & Marketing,region_28,Bachelor's,f,sourcing,2,29,3,7,1,0,47,0
13857,Sales & Marketing,region_1,Bachelor's,f,other,1,33,3,9,0,0,51,0
13858,Sales & Marketing,region_31,Bachelor's,m,other,1,37,1,8,0,0,47,0
13859,Procurement,region_2,Bachelor's,f,other,1,52,4,9,0,0,73,0
13861,Technology,region_1,Bachelor's,f,sourcing,1,28,3,5,1,0,84,0
13866,Operations,region_34,Master's & above,m,other,1,36,3,9,0,0,65,0
13867,Technology,region_22,Bachelor's,m,other,2,31,4,7,0,0,79,0
13868,Procurement,region_20,Bachelor's,m,sourcing,1,31,2,3,1,0,69,0
13870,Sales & Marketing,region_1,Master's & above,m,other,1,38,2,10,0,0,50,0
13872,Operations,region_15,Bachelor's,m,other,1,30,3,2,0,0,56,0
13875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,32,3,7,0,0,49,0
13877,Procurement,region_12,Bachelor's,m,other,1,29,3,6,1,0,66,0
13878,Sales & Marketing,region_4,Master's & above,m,other,1,48,1,11,0,0,47,0
13879,Sales & Marketing,region_13,Master's & above,m,other,1,35,5,2,1,0,51,0
13880,Operations,region_13,Master's & above,f,sourcing,2,35,3,7,0,0,60,0
13881,Procurement,region_2,Bachelor's,m,other,2,55,5,19,0,0,65,0
13885,Procurement,region_2,Master's & above,f,other,1,57,4,7,0,0,67,0
13886,Analytics,region_28,Master's & above,m,other,1,31,5,2,1,0,89,1
13887,Procurement,region_22,Bachelor's,m,other,5,30,4,4,0,0,63,0
13888,Sales & Marketing,region_11,Bachelor's,m,other,1,42,3,2,0,0,48,0
13889,Technology,region_26,Bachelor's,f,other,1,41,4,6,1,0,82,0
13891,Operations,region_7,Bachelor's,m,other,1,35,2,2,0,0,60,0
13892,Technology,region_2,Master's & above,m,sourcing,4,40,5,3,1,1,75,0
13893,Operations,region_26,Bachelor's,m,other,3,34,3,7,0,0,58,0
13894,Technology,region_2,Bachelor's,f,other,1,46,5,13,1,0,81,0
13896,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,1,9,0,0,53,0
13897,Operations,region_13,Bachelor's,f,other,1,49,4,15,0,0,60,0
13900,Technology,region_2,Bachelor's,m,other,1,30,1,4,0,0,81,0
13903,Operations,region_32,,m,other,1,27,3,3,0,0,60,0
13904,Sales & Marketing,region_3,Bachelor's,m,other,1,26,3,2,0,0,48,0
13905,Sales & Marketing,region_2,Bachelor's,m,other,5,51,1,3,1,0,49,0
13906,Legal,region_12,Bachelor's,f,other,1,25,5,2,1,0,56,1
13910,Analytics,region_7,Master's & above,m,sourcing,2,32,5,5,1,0,92,0
13911,Finance,region_2,Bachelor's,m,sourcing,1,40,5,6,1,0,55,0
13912,Sales & Marketing,region_8,Bachelor's,m,other,1,34,1,10,0,0,52,0
13913,Sales & Marketing,region_16,Bachelor's,m,other,1,33,1,4,0,0,51,0
13914,Operations,region_27,Master's & above,m,other,1,35,3,3,0,0,57,0
13915,Operations,region_2,Bachelor's,f,other,1,43,3,11,0,0,63,0
13916,Operations,region_8,Master's & above,f,other,1,31,4,5,0,0,59,0
13917,Sales & Marketing,region_28,Bachelor's,f,other,1,27,1,5,0,0,49,0
13918,Analytics,region_1,Bachelor's,m,other,1,27,5,3,1,0,79,0
13919,Operations,region_22,Master's & above,m,referred,1,36,3,4,0,0,55,0
13920,Technology,region_16,Master's & above,m,other,2,36,5,9,0,0,93,1
13922,Sales & Marketing,region_31,Master's & above,f,other,1,32,1,5,0,0,53,0
13924,Sales & Marketing,region_22,Master's & above,m,sourcing,1,35,3,3,1,0,54,0
13925,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,56,1,17,0,0,53,0
13926,Operations,region_17,Bachelor's,f,sourcing,1,34,3,4,1,0,61,1
13927,Procurement,region_2,Master's & above,f,other,1,40,4,3,0,0,71,0
13929,Operations,region_22,Master's & above,m,sourcing,1,51,3,3,0,0,60,0
13930,Sales & Marketing,region_29,Bachelor's,m,other,1,34,3,4,0,0,53,0
13931,Technology,region_2,Master's & above,f,sourcing,1,33,2,5,1,0,79,0
13932,Technology,region_2,Bachelor's,f,other,1,28,,1,1,0,80,0
13933,Sales & Marketing,region_21,Bachelor's,m,other,1,31,1,5,0,0,48,0
13934,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,3,5,1,0,51,0
13935,R&D,region_2,,m,sourcing,2,25,5,2,1,0,82,0
13936,Procurement,region_2,Master's & above,f,other,1,50,5,18,1,0,73,0
13937,Finance,region_20,Master's & above,m,other,2,33,3,5,0,0,57,0
13938,Procurement,region_2,Below Secondary,m,other,1,22,,1,0,0,74,0
13939,Operations,region_22,Master's & above,f,other,1,36,3,8,1,0,59,0
13940,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,31,4,4,1,0,50,0
13941,Sales & Marketing,region_1,Master's & above,m,other,1,35,5,10,0,0,53,0
13942,Legal,region_22,Bachelor's,m,sourcing,1,32,4,2,0,0,62,0
13943,Operations,region_22,Bachelor's,m,other,1,39,4,8,0,0,58,0
13944,Technology,region_21,Master's & above,m,sourcing,2,34,3,9,0,0,82,0
13945,HR,region_28,Bachelor's,f,other,1,29,3,4,0,0,45,0
13946,Legal,region_6,Bachelor's,m,other,1,27,,1,0,0,63,0
13947,Operations,region_2,Master's & above,m,other,1,37,3,9,0,0,72,1
13948,Procurement,region_2,Master's & above,f,sourcing,8,43,4,3,1,0,72,0
13949,Analytics,region_25,Bachelor's,m,sourcing,1,29,3,5,0,0,80,0
13950,Technology,region_15,Bachelor's,m,other,1,29,5,4,0,0,83,0
13951,Operations,region_2,Below Secondary,f,sourcing,1,22,,1,0,0,61,0
13952,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,5,2,1,0,52,0
13953,Operations,region_7,Master's & above,m,other,1,44,1,6,0,0,61,0
13954,Sales & Marketing,region_15,Master's & above,m,other,1,34,1,4,0,0,47,0
13955,Sales & Marketing,region_2,,m,other,1,28,5,7,0,0,53,0
13958,Sales & Marketing,region_2,,f,other,1,40,1,4,1,0,47,0
13959,Sales & Marketing,region_14,Bachelor's,m,other,1,28,5,2,1,0,51,0
13961,Sales & Marketing,region_2,,m,sourcing,2,28,3,2,0,0,53,0
13962,Analytics,region_7,Master's & above,m,sourcing,2,40,3,7,0,0,85,0
13963,Operations,region_13,Bachelor's,f,other,1,48,5,6,1,0,61,0
13966,Operations,region_13,Bachelor's,m,other,1,33,4,3,1,0,59,0
13967,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,33,3,9,0,0,49,0
13968,Sales & Marketing,region_2,Bachelor's,f,other,1,34,2,7,0,0,50,0
13969,Analytics,region_22,Bachelor's,m,sourcing,2,28,2,7,1,0,85,1
13970,Operations,region_33,Master's & above,m,other,1,36,3,4,0,0,60,0
13971,Operations,region_6,Bachelor's,f,sourcing,1,38,3,4,0,0,60,0
13972,Analytics,region_12,Bachelor's,m,other,1,29,3,2,0,0,83,0
13973,Finance,region_26,Bachelor's,f,sourcing,1,32,2,2,0,0,56,0
13975,Analytics,region_22,Bachelor's,m,referred,2,32,5,4,1,0,85,0
13976,Analytics,region_31,Bachelor's,m,other,1,52,1,3,0,0,85,0
13977,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,27,,1,0,0,49,0
13979,Sales & Marketing,region_16,Bachelor's,m,other,1,45,5,6,0,0,52,0
13980,Sales & Marketing,region_26,,m,other,1,29,1,5,0,0,51,0
13981,Finance,region_2,Bachelor's,m,sourcing,1,53,5,7,1,0,61,0
13983,Sales & Marketing,region_20,Bachelor's,m,other,1,26,,1,0,0,50,0
13984,Technology,region_33,Bachelor's,m,sourcing,1,30,2,2,0,0,81,0
13985,Operations,region_27,Bachelor's,f,other,1,44,2,10,0,0,58,0
13987,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5,8,0,0,51,0
13989,Operations,region_16,Bachelor's,f,other,2,26,,1,1,1,61,0
13992,Procurement,region_20,Bachelor's,f,sourcing,1,31,3,6,1,1,70,0
13993,Analytics,region_29,Bachelor's,m,sourcing,1,33,3,6,0,0,87,0
13994,Operations,region_11,Bachelor's,m,other,1,29,4,6,1,0,59,0
13995,Analytics,region_22,Bachelor's,f,sourcing,1,27,4,4,1,0,84,0
13996,Technology,region_2,Bachelor's,f,sourcing,1,47,4,14,0,0,82,0
13999,Operations,region_2,Bachelor's,f,sourcing,2,33,3,9,0,0,62,0
14000,Sales & Marketing,region_13,Master's & above,m,other,1,35,4,3,1,0,44,0
14001,Sales & Marketing,region_23,Bachelor's,m,other,1,37,2,4,0,0,53,0
14002,Procurement,region_2,Master's & above,f,other,1,32,3,6,1,0,74,0
14003,Operations,region_2,Master's & above,f,referred,1,35,5,8,1,0,60,1
14004,Procurement,region_27,Bachelor's,f,sourcing,1,39,5,7,1,0,73,0
14005,Operations,region_3,Master's & above,m,other,1,37,3,7,0,0,60,0
14006,Sales & Marketing,region_13,Master's & above,m,other,1,40,5,2,0,0,72,1
14007,Technology,region_2,Bachelor's,m,sourcing,1,33,3,8,1,0,76,0
14008,Finance,region_22,Below Secondary,m,other,1,23,4,1,0,0,58,0
14009,Operations,region_13,Bachelor's,m,sourcing,1,34,2,4,0,0,64,0
14010,Finance,region_28,Bachelor's,f,other,1,29,,1,0,0,53,0
14011,Procurement,region_26,Bachelor's,m,other,1,32,3,5,0,0,68,0
14012,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,29,3,2,0,0,47,0
14013,Operations,region_22,Bachelor's,m,referred,1,26,4,2,0,0,56,0
14014,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,20,,1,1,0,48,0
14015,Technology,region_2,Bachelor's,m,other,1,29,4,5,1,0,82,0
14016,Operations,region_33,Bachelor's,m,other,1,37,2,7,1,0,57,1
14018,Operations,region_13,Bachelor's,f,other,1,29,4,3,1,0,59,0
14019,Sales & Marketing,region_4,Bachelor's,m,other,1,27,5,4,1,0,48,0
14020,Procurement,region_2,Bachelor's,f,other,1,39,5,5,1,0,73,0
14021,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,48,3,7,1,0,47,1
14023,Sales & Marketing,region_25,Master's & above,m,sourcing,1,43,3,3,0,0,64,1
14024,Sales & Marketing,region_7,Master's & above,m,other,1,36,4,9,0,0,54,0
14026,Procurement,region_34,Master's & above,m,other,1,42,4,8,1,0,68,0
14027,Technology,region_15,Bachelor's,f,sourcing,1,35,3,5,1,0,76,0
14030,Analytics,region_34,Bachelor's,m,sourcing,1,29,5,3,0,0,79,0
14031,Operations,region_4,Bachelor's,m,other,1,31,4,5,1,0,62,1
14032,Technology,region_27,Bachelor's,m,sourcing,1,30,3,4,1,0,75,0
14034,Operations,region_15,Master's & above,f,sourcing,1,33,2,7,0,1,73,1
14035,Sales & Marketing,region_28,Bachelor's,f,other,1,30,1,2,0,0,51,0
14038,Sales & Marketing,region_22,Bachelor's,m,other,1,38,5,5,1,0,50,0
14039,HR,region_28,Master's & above,f,other,1,30,3,3,0,0,52,0
14040,Operations,region_22,Master's & above,f,other,1,42,3,3,0,0,58,0
14042,Sales & Marketing,region_13,,m,other,1,39,4,4,1,0,49,1
14043,Operations,region_15,Bachelor's,f,sourcing,1,30,,1,0,0,61,0
14044,Operations,region_22,Below Secondary,m,other,3,26,5,4,1,0,63,0
14045,Operations,region_2,Master's & above,m,sourcing,1,58,3,32,0,0,59,0
14046,Technology,region_2,Below Secondary,f,referred,1,22,5,2,1,0,76,0
14048,Operations,region_29,Master's & above,m,other,1,36,3,6,0,0,61,0
14049,Operations,region_22,Bachelor's,m,other,2,25,,1,0,0,59,0
14050,Operations,region_32,,f,other,1,29,5,2,1,0,57,0
14051,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,1,3,1,0,49,0
14052,Sales & Marketing,region_20,Bachelor's,m,other,1,36,5,7,0,0,47,0
14057,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,38,1,3,0,0,50,0
14058,Procurement,region_13,Bachelor's,m,other,1,37,3,7,0,0,70,0
14059,Operations,region_19,Master's & above,f,sourcing,1,44,1,15,0,0,55,0
14060,HR,region_2,Below Secondary,f,other,1,23,5,2,1,0,52,0
14061,Operations,region_13,Master's & above,m,other,1,53,4,13,0,0,60,0
14062,Operations,region_2,Bachelor's,m,sourcing,1,33,3,5,1,0,53,0
14063,Operations,region_2,Master's & above,f,other,1,40,3,10,0,0,62,0
14064,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,,1,0,0,50,0
14065,Finance,region_11,Bachelor's,m,other,1,31,4,4,0,0,61,0
14067,Procurement,region_7,Bachelor's,f,other,1,29,5,4,1,0,72,1
14068,Sales & Marketing,region_7,Master's & above,m,other,2,44,1,2,0,0,53,0
14069,Procurement,region_7,Bachelor's,m,other,1,31,3,6,1,0,65,0
14070,Operations,region_21,Bachelor's,m,sourcing,1,38,4,7,0,0,58,0
14071,Operations,region_21,Bachelor's,m,other,1,36,5,8,1,0,57,0
14072,Sales & Marketing,region_26,Bachelor's,m,other,1,22,1,2,0,0,51,0
14073,Procurement,region_31,Bachelor's,f,sourcing,1,33,3,6,1,0,68,0
14074,Sales & Marketing,region_2,Master's & above,m,other,2,44,3,7,0,0,44,0
14075,Sales & Marketing,region_4,Master's & above,m,other,1,35,5,5,0,0,48,0
14079,Operations,region_22,Bachelor's,f,other,1,26,,1,1,0,62,0
14080,Technology,region_13,Master's & above,m,other,1,54,1,4,0,0,78,0
14081,Legal,region_11,Bachelor's,m,other,1,33,1,5,0,0,56,0
14083,Sales & Marketing,region_10,Master's & above,m,other,1,50,1,20,0,0,46,0
14084,Operations,region_16,Bachelor's,m,sourcing,1,36,5,3,1,0,60,0
14085,Sales & Marketing,region_16,,m,sourcing,1,22,,1,0,0,61,1
14087,Operations,region_2,Master's & above,f,other,1,43,3,7,1,0,61,0
14090,Sales & Marketing,region_2,,f,other,1,32,3,7,0,0,50,0
14091,Analytics,region_2,Bachelor's,m,sourcing,1,31,,1,0,0,86,0
14092,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,29,5,3,1,0,48,0
14093,Operations,region_23,Master's & above,m,sourcing,1,42,4,2,0,0,64,0
14102,Operations,region_5,Bachelor's,f,sourcing,1,28,4,3,0,0,62,0
14104,Operations,region_27,Bachelor's,m,other,1,27,4,4,0,0,60,0
14105,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,51,1,7,0,0,49,0
14107,Sales & Marketing,region_1,Master's & above,m,sourcing,1,35,4,2,1,0,52,0
14109,Operations,region_7,Bachelor's,m,sourcing,1,30,3,8,1,0,60,1
14110,Technology,region_23,Bachelor's,m,sourcing,1,34,3,9,0,0,78,0
14112,Sales & Marketing,region_1,Bachelor's,m,other,1,27,,1,1,0,48,0
14113,Sales & Marketing,region_22,,m,other,1,28,,1,0,0,52,0
14114,Operations,region_8,Master's & above,m,other,1,38,3,9,0,0,58,0
14116,Sales & Marketing,region_1,Bachelor's,m,other,1,27,1,2,0,0,56,0
14117,Technology,region_13,Master's & above,m,other,1,47,2,3,0,0,80,0
14118,Operations,region_16,Bachelor's,f,other,1,32,5,6,1,0,64,0
14119,Sales & Marketing,region_7,Master's & above,f,sourcing,1,45,1,4,0,0,50,0
14120,Sales & Marketing,region_2,Master's & above,m,other,1,33,1,6,0,0,46,0
14121,Analytics,region_2,Master's & above,m,other,2,34,3,2,0,0,85,0
14122,Operations,region_2,Master's & above,f,other,1,39,5,11,0,0,60,0
14123,Procurement,region_2,Bachelor's,f,sourcing,1,39,3,6,0,0,64,0
14124,Operations,region_20,Master's & above,m,other,1,33,3,6,0,0,62,0
14126,Analytics,region_24,Bachelor's,m,other,1,28,3,4,0,0,85,0
14127,Operations,region_31,Bachelor's,f,sourcing,1,34,5,4,1,0,58,0
14128,Technology,region_2,Master's & above,f,sourcing,1,49,3,14,0,0,79,0
14129,Analytics,region_25,Bachelor's,m,other,1,31,5,7,0,1,95,1
14132,Analytics,region_2,Bachelor's,m,other,2,41,2,13,1,0,82,1
14134,Procurement,region_2,Bachelor's,m,other,1,52,5,2,1,0,67,0
14135,Procurement,region_2,Master's & above,f,other,2,37,4,5,1,0,74,0
14138,Technology,region_22,Master's & above,m,other,1,27,3,3,0,0,76,0
14139,Procurement,region_26,Bachelor's,m,other,3,33,3,3,0,0,70,0
14140,Finance,region_2,Bachelor's,m,other,2,56,3,14,0,0,60,0
14141,Sales & Marketing,region_7,Bachelor's,f,other,1,40,3,2,1,0,90,1
14142,Operations,region_7,Bachelor's,f,sourcing,1,35,3,5,1,0,55,0
14143,Technology,region_27,Master's & above,m,other,2,38,3,2,0,0,82,0
14144,Sales & Marketing,region_5,Bachelor's,m,other,1,24,,1,0,0,63,1
14146,Sales & Marketing,region_22,Master's & above,m,other,1,29,2,4,0,0,49,0
14148,Sales & Marketing,region_7,Bachelor's,f,other,3,30,1,3,0,0,50,0
14151,Technology,region_2,Bachelor's,m,other,3,41,,1,1,1,78,0
14152,Sales & Marketing,region_17,Bachelor's,m,other,2,32,3,3,1,0,52,0
14153,Technology,region_2,Below Secondary,m,other,1,24,4,2,0,0,83,0
14156,Technology,region_6,Bachelor's,m,other,1,30,3,2,0,0,79,0
14157,HR,region_26,Bachelor's,f,sourcing,1,33,3,4,0,0,50,0
14158,Operations,region_7,Bachelor's,f,sourcing,1,40,4,14,1,0,61,0
14159,Procurement,region_2,Master's & above,m,other,1,60,2,5,0,0,68,0
14160,Procurement,region_27,Bachelor's,m,sourcing,2,31,5,10,1,0,69,1
14163,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,50,3,6,0,0,53,0
14164,Operations,region_2,Bachelor's,f,other,1,52,5,8,0,0,58,0
14165,Technology,region_2,Master's & above,m,other,2,52,4,22,0,0,72,0
14167,HR,region_2,Bachelor's,m,other,2,55,3,14,0,0,51,0
14172,Procurement,region_2,Bachelor's,f,sourcing,3,30,2,5,1,0,86,1
14177,Analytics,region_26,Master's & above,m,other,1,42,1,13,0,0,86,0
14178,Technology,region_22,Bachelor's,m,referred,2,26,5,3,1,0,82,0
14180,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,2,4,0,0,49,0
14181,Procurement,region_2,Bachelor's,m,other,1,24,,1,1,1,94,1
14182,Sales & Marketing,region_14,Bachelor's,m,other,1,39,3,8,0,0,51,0
14183,Analytics,region_6,Bachelor's,m,sourcing,1,28,3,4,0,0,88,0
14184,Analytics,region_31,Bachelor's,m,other,1,29,1,3,0,0,85,0
14185,Operations,region_2,Master's & above,f,other,1,46,5,16,0,0,61,0
14186,Legal,region_2,Master's & above,m,sourcing,1,46,5,7,0,0,60,0
14187,Operations,region_26,Bachelor's,f,other,2,31,4,4,0,0,63,0
14188,Finance,region_13,Master's & above,f,sourcing,1,33,4,4,1,0,58,0
14189,Sales & Marketing,region_15,Master's & above,m,sourcing,1,38,1,10,0,0,50,0
14190,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,1,2,0,0,52,0
14191,Operations,region_17,Bachelor's,f,sourcing,1,31,4,6,0,0,61,0
14192,Sales & Marketing,region_19,Bachelor's,m,other,1,38,3,9,0,0,51,0
14193,Operations,region_31,Bachelor's,f,other,1,33,3,7,1,0,62,0
14195,Analytics,region_22,,m,other,1,27,3,4,1,0,87,0
14196,Analytics,region_4,Master's & above,m,other,3,36,3,10,0,0,83,0
14198,Sales & Marketing,region_31,Bachelor's,m,sourcing,5,28,1,4,0,0,48,0
14200,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,34,5,9,1,0,51,0
14201,Finance,region_2,Bachelor's,f,other,1,25,3,3,0,0,63,0
14202,Analytics,region_20,Bachelor's,m,other,2,32,3,8,0,0,88,0
14203,Sales & Marketing,region_6,Bachelor's,m,other,2,30,2,7,0,0,49,0
14204,Procurement,region_7,Master's & above,f,other,1,47,3,19,0,0,71,0
14205,Operations,region_22,Bachelor's,m,other,1,37,3,8,0,0,58,0
14207,Procurement,region_7,Master's & above,m,other,1,45,5,19,1,0,71,0
14208,Analytics,region_2,Bachelor's,m,other,3,40,3,4,1,0,86,0
14209,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,29,3,6,1,0,55,0
14212,Operations,region_2,Bachelor's,m,other,2,46,5,12,1,0,59,0
14214,Operations,region_20,Bachelor's,f,sourcing,1,26,,1,1,0,58,0
14217,Operations,region_7,Bachelor's,f,sourcing,1,35,1,6,0,0,60,0
14218,Sales & Marketing,region_28,Bachelor's,f,other,1,34,1,8,0,0,46,0
14219,Operations,region_27,Bachelor's,f,other,1,33,3,9,0,0,61,0
14220,Sales & Marketing,region_25,Master's & above,f,sourcing,1,37,3,7,0,0,50,0
14223,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,26,1,3,0,0,49,0
14225,Technology,region_31,Bachelor's,m,sourcing,1,47,4,15,0,0,76,0
14226,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,52,5,16,1,0,53,0
14227,Sales & Marketing,region_7,Bachelor's,m,other,1,54,5,16,0,0,48,0
14229,Operations,region_22,Master's & above,m,sourcing,2,43,3,6,0,0,58,0
14230,Procurement,region_27,Master's & above,f,sourcing,1,40,3,8,0,0,65,0
14231,Analytics,region_26,Bachelor's,m,sourcing,1,29,1,5,1,0,86,0
14232,Sales & Marketing,region_4,Master's & above,m,sourcing,1,32,5,5,1,0,49,0
14233,Sales & Marketing,region_29,Master's & above,m,other,2,35,1,10,0,0,47,0
14235,HR,region_2,Master's & above,f,other,1,59,5,18,1,0,45,0
14237,Analytics,region_28,Bachelor's,m,other,2,37,3,10,1,0,86,0
14238,Technology,region_30,Bachelor's,f,sourcing,1,30,4,9,0,0,84,0
14239,Operations,region_30,Bachelor's,f,sourcing,1,30,5,6,0,0,60,0
14241,Technology,region_22,Master's & above,m,sourcing,2,37,1,6,0,0,82,0
14242,Operations,region_16,Bachelor's,m,other,1,37,5,12,1,0,59,0
14244,HR,region_26,Bachelor's,f,sourcing,1,26,,1,0,0,52,0
14245,Procurement,region_7,Bachelor's,m,other,2,30,5,7,1,0,73,0
14246,Operations,region_14,Master's & above,m,other,1,45,3,18,0,0,58,0
14247,Finance,region_2,Bachelor's,f,sourcing,1,60,3,31,0,0,58,0
14248,Technology,region_2,Master's & above,m,other,1,57,3,14,0,0,77,0
14250,Procurement,region_22,Master's & above,m,other,1,58,5,17,0,0,70,0
14251,Operations,region_2,Bachelor's,m,sourcing,1,57,4,18,0,0,58,0
14252,Operations,region_13,Bachelor's,f,other,1,33,3,4,0,0,66,1
14253,R&D,region_7,Master's & above,m,sourcing,1,33,4,4,0,0,81,0
14256,Operations,region_31,Bachelor's,m,sourcing,4,33,2,4,0,0,58,0
14257,Sales & Marketing,region_14,Bachelor's,m,other,1,30,,1,0,0,55,0
14258,Operations,region_3,Bachelor's,m,sourcing,1,28,3,3,1,0,63,0
14259,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,1,6,0,0,47,0
14260,Operations,region_4,Master's & above,m,sourcing,1,48,5,17,0,0,59,0
14261,Operations,region_2,Bachelor's,f,sourcing,1,40,3,5,1,0,61,0
